geneid	txid	sym	strand	utr5.len	cds.len	utr3.len	Tx.len
ENSG00000140932	ENST00000268595	CMTM2	+	151	747	156	1054
ENSG00000140937	ENST00000268603	CDH11	-	616	2391	3850	6857
ENSG00000140939	ENST00000268605	NOL3	+	86	627	681	1394
ENSG00000140941	ENST00000268607	MAP1LC3B	+	628	378	1682	2688
ENSG00000140945	ENST00000268613	CDH13	+	93	2283	346	2722
ENSG00000140948	ENST00000268616	ZCCHC14	-	218	2850	4034	7102
ENSG00000140955	ENST00000268624	ADAD2	+	93	1998	192	2283
ENSG00000140968	ENST00000268638	IRF8	+	422	1281	1327	3030
ENSG00000103343	ENST00000268655	ZNF174	+	585	1224	451	2260
ENSG00000140986	ENST00000268661	RPL3L	-	95	1224	863	2182
ENSG00000140990	ENST00000268668	NDUFB10	+	117	519	69	705
ENSG00000129993	ENST00000268679	CBFA2T3	-	397	1962	2118	4477
ENSG00000141012	ENST00000268695	GALNS	-	89	1569	705	2363
ENSG00000141013	ENST00000268699	GAS8	+	122	1437	1626	3185
ENSG00000141026	ENST00000268711	MED9	+	56	441	1731	2228
ENSG00000141027	ENST00000268712	NCOR1	-	258	7323	3139	10720
ENSG00000141030	ENST00000268717	COPS3	-	107	1272	262	1641
ENSG00000141034	ENST00000268719	GID4	+	173	903	3161	4237
ENSG00000109118	ENST00000268756	PHF12	-	530	2115	312	2957
ENSG00000160602	ENST00000268766	NEK8	+	34	2079	1468	3581
ENSG00000141096	ENST00000268793	DPEP3	-	374	1542	102	2018
ENSG00000141098	ENST00000268797	GFOD2	-	346	1158	622	2126
ENSG00000141101	ENST00000268802	NOB1	-	30	1239	465	1734
ENSG00000141127	ENST00000268835	PRPSAP2	+	283	1110	517	1910
ENSG00000141161	ENST00000268876	UNC45B	+	97	2796	2786	5679
ENSG00000141179	ENST00000268896	PCTP	+	125	645	1274	2044
ENSG00000141194	ENST00000268912	OR4D1	+	21	933	70	1024
ENSG00000141200	ENST00000268919	KIF2B	+	133	2022	158	2313
ENSG00000049283	ENST00000268933	EPN3	+	579	1899	1593	4071
ENSG00000141258	ENST00000268989	SGSM2	+	177	3156	1530	4863
ENSG00000141294	ENST00000269025	LRRC46	+	363	966	593	1922
ENSG00000141298	ENST00000269033	SSH2	-	152	4272	4903	9327
ENSG00000141316	ENST00000269053	SPACA3	+	70	648	99	817
ENSG00000154263	ENST00000269081	ABCA10	-	910	4632	820	6362
ENSG00000141349	ENST00000269097	G6PC3	+	231	1041	261	1533
ENSG00000141367	ENST00000269122	CLTC	+	274	5028	2458	7760
ENSG00000141371	ENST00000269127	C17orf64	+	84	711	155	950
ENSG00000170558	ENST00000269141	CDH2	-	424	2721	1187	4332
ENSG00000141384	ENST00000269142	TAF4B	+	998	2589	1673	5260
ENSG00000141385	ENST00000269143	AFG3L2	-	232	2394	621	3247
ENSG00000141401	ENST00000269159	IMPA2	+	242	867	425	1534
ENSG00000141424	ENST00000269187	SLC39A6	-	214	2268	1061	3543
ENSG00000141429	ENST00000269195	GALNT1	+	103	1680	2064	3847
ENSG00000141431	ENST00000269197	ASXL3	+	55	6747	4597	11399
ENSG00000141434	ENST00000269202	MEP1B	+	47	2106	159	2312
ENSG00000141437	ENST00000269205	SLC25A52	-	189	924	206	1319
ENSG00000141446	ENST00000269214	ESCO1	-	938	2523	1062	4523
ENSG00000141448	ENST00000269216	GATA6	+	277	1788	1705	3770
ENSG00000141452	ENST00000269221	C18orf8	+	110	1974	78	2162
ENSG00000141458	ENST00000269228	NPC1	-	555	3837	765	5157
ENSG00000133026	ENST00000269243	MYH10	-	139	5931	1592	7662
ENSG00000141480	ENST00000269260	ARRB2	+	233	1230	432	1895
ENSG00000141504	ENST00000269298	SAT2	-	220	513	213	946
ENSG00000141505	ENST00000269299	ASGR1	-	400	876	228	1504
ENSG00000141510	ENST00000269305	TP53	-	190	1182	1207	2579
ENSG00000141522	ENST00000269321	ARHGDIA	-	136	615	1155	1906
ENSG00000141540	ENST00000269346	TTYH2	+	74	1605	1811	3490
ENSG00000141543	ENST00000269349	EIF4A3	-	222	1236	276	1734
ENSG00000141560	ENST00000269373	FN3KRP	+	73	930	846	1849
ENSG00000141569	ENST00000269383	TRIM65	-	66	1554	1819	3439
ENSG00000141570	ENST00000269385	CBX8	-	118	1170	2503	3791
ENSG00000141574	ENST00000269389	SECTM1	-	351	747	1137	2235
ENSG00000141576	ENST00000269391	RNF157	-	133	2040	2782	4955
ENSG00000141579	ENST00000269394	ZNF750	-	834	2172	707	3713
ENSG00000141582	ENST00000269397	CBX4	-	178	1683	803	2664
ENSG00000141622	ENST00000269439	RNF165	+	51	1041	6504	7596
ENSG00000141627	ENST00000269445	DYM	-	458	2010	2581	5049
ENSG00000141642	ENST00000269466	ELAC1	+	107	1092	1036	2235
ENSG00000141664	ENST00000269499	ZCCHC2	+	418	3537	2004	5959
ENSG00000141668	ENST00000269503	CBLN2	-	774	675	1496	2945
ENSG00000141736	ENST00000269571	ERBB2	+	159	3768	618	4545
ENSG00000141744	ENST00000269582	PNMT	+	318	849	86	1253
ENSG00000141753	ENST00000269593	IGFBP4	+	275	777	1148	2200
ENSG00000141759	ENST00000269601	TXNL4A	-	201	429	2874	3504
ENSG00000105127	ENST00000269701	AKAP8	-	61	2079	1530	3670
ENSG00000171954	ENST00000269703	CYP4F22	+	199	1596	846	2641
ENSG00000141873	ENST00000269740	SLC39A3	-	330	945	227	1502
ENSG00000198131	ENST00000269829	ZNF544	+	61	2148	1338	3547
ENSG00000141946	ENST00000269834	ZIM3	-	386	1419	822	2627
ENSG00000141956	ENST00000269844	PRDM15	-	111	4524	246	4881
ENSG00000141965	ENST00000269856	FEM1A	+	174	2010	7409	9593
ENSG00000141977	ENST00000269878	CIB3	-	50	564	97	711
ENSG00000269058	ENST00000269881	CALR3	-	63	1155	74	1292
ENSG00000141985	ENST00000269886	SH3GL1	-	179	1107	1230	2516
ENSG00000130517	ENST00000269919	PGPEP1	+	95	630	6367	7092
ENSG00000105676	ENST00000269932	ARMC6	+	450	1431	531	2412
ENSG00000142025	ENST00000269945	DMRTC2	+	51	1104	637	1792
ENSG00000142039	ENST00000269967	CCDC97	+	122	1032	2168	3322
ENSG00000124459	ENST00000269973	ZNF45	-	1091	2049	758	3898
ENSG00000248098	ENST00000269980	BCKDHA	+	368	1338	397	2103
ENSG00000142065	ENST00000270001	ZFP14	-	116	1602	5771	7489
ENSG00000130511	ENST00000270061	SSBP4	+	294	1158	316	1768
ENSG00000105771	ENST00000270066	SMG9	-	343	1563	3604	5510
ENSG00000183668	ENST00000270077	PSG9	-	97	1281	327	1705
ENSG00000142149	ENST00000270112	HUNK	+	360	2145	4880	7385
ENSG00000161328	ENST00000270115	LRRC56	+	500	1629	640	2769
ENSG00000142166	ENST00000270139	IFNAR1	+	152	1674	4313	6139
ENSG00000142168	ENST00000270142	SOD1	+	148	465	353	966
ENSG00000142178	ENST00000270162	SIK1	-	133	2352	2227	4712
ENSG00000142182	ENST00000270172	DNMT3L	-	484	1164	58	1706
ENSG00000142186	ENST00000270176	SCYL1	+	77	2427	138	2642
ENSG00000142227	ENST00000270221	EMP3	+	301	492	83	876
ENSG00000185800	ENST00000270223	DMWD	-	46	2025	1234	3305
ENSG00000142230	ENST00000270225	SAE1	+	68	1041	940	2049
ENSG00000187244	ENST00000270233	BCAM	+	22	1887	493	2402
ENSG00000142233	ENST00000270235	NTN5	-	96	1470	270	1836
ENSG00000142252	ENST00000270257	GEMIN7	+	247	396	1014	1657
ENSG00000142273	ENST00000270279	CBLC	+	63	1425	91	1579
ENSG00000221946	ENST00000270310	FXYD7	+	84	243	385	712
ENSG00000142303	ENST00000270328	ADAMTS10	-	231	3312	651	4194
ENSG00000142319	ENST00000270349	SLC6A3	-	128	1863	1945	3936
ENSG00000142327	ENST00000270357	RNPEPL1	+	593	1485	3480	5558
ENSG00000142408	ENST00000270458	CACNG8	+	103	1278	7366	8747
ENSG00000063245	ENST00000270460	EPN1	+	311	1731	14177	16219
ENSG00000142444	ENST00000270502	C19orf52	+	90	783	552	1425
ENSG00000130159	ENST00000270517	ECSIT	-	136	1296	268	1700
ENSG00000142459	ENST00000270530	EVI5L	+	196	2385	1274	3855
ENSG00000104980	ENST00000270538	TIMM44	-	269	1359	447	2075
ENSG00000142484	ENST00000270560	TM4SF5	+	31	594	83	708
ENSG00000142494	ENST00000270570	SLC47A1	+	86	1713	1481	3280
ENSG00000104731	ENST00000270583	KLHDC4	-	59	1563	264	1886
ENSG00000142507	ENST00000270586	PSMB6	+	51	720	81	852
ENSG00000142511	ENST00000270590	GPR32	+	137	1071	61	1269
ENSG00000142534	ENST00000270625	RPS11	+	83	477	54	614
ENSG00000142538	ENST00000270631	PTH2	-	102	303	54	459
ENSG00000142552	ENST00000270645	RCN3	+	447	987	425	1859
ENSG00000142556	ENST00000270649	ZNF614	-	545	1758	2515	4818
ENSG00000116213	ENST00000270708	WRAP73	-	74	1383	208	1665
ENSG00000142611	ENST00000270722	PRDM16	+	49	3831	4810	8690
ENSG00000142632	ENST00000270747	ARHGEF19	-	137	2409	483	3029
ENSG00000142657	ENST00000270776	PGD	+	38	1452	395	1885
ENSG00000142669	ENST00000270792	SH3BGRL3	+	980	282	399	1661
ENSG00000142677	ENST00000270800	IL22RA1	-	39	1725	1034	2798
ENSG00000142686	ENST00000270815	C1orf216	-	771	690	1757	3218
ENSG00000142694	ENST00000270824	EVA1B	-	292	498	264	1054
ENSG00000142731	ENST00000270861	PLK4	+	274	2913	654	3841
ENSG00000142856	ENST00000271002	ITGB3BP	-	82	534	332	948
ENSG00000142910	ENST00000271064	TINAGL1	+	76	1404	707	2187
ENSG00000142973	ENST00000271153	CYP4B1	+	36	1536	599	2171
ENSG00000143036	ENST00000271227	SLC44A3	+	102	1962	324	2388
ENSG00000137942	ENST00000271234	FNBP1L	+	151	1818	2243	4212
ENSG00000143079	ENST00000271277	CTTNBP2NL	+	225	1920	3752	5897
ENSG00000143106	ENST00000271308	PSMA5	-	21	726	2982	3729
ENSG00000143119	ENST00000271324	CD53	+	112	660	733	1505
ENSG00000143126	ENST00000271332	CELSR2	+	61	8772	1701	10534
ENSG00000213064	ENST00000271375	SFT2D2	+	72	483	10485	11040
ENSG00000143195	ENST00000271417	ILDR2	-	56	1920	11164	13140
ENSG00000143228	ENST00000271452	NUF2	+	279	1395	295	1969
ENSG00000143294	ENST00000271526	PRCC	+	272	1476	357	2105
ENSG00000163518	ENST00000271532	FCRL4	-	136	1548	1775	3459
ENSG00000143341	ENST00000271588	HMCN1	+	229	16908	1071	18208
ENSG00000143363	ENST00000271620	PRUNE1	+	156	1362	1479	2997
ENSG00000143368	ENST00000271628	SF3B4	-	585	1275	225	2085
ENSG00000143375	ENST00000271636	CGN	+	133	3612	1346	5091
ENSG00000163191	ENST00000271638	S100A11	-	120	318	156	594
ENSG00000143382	ENST00000271643	ADAMTSL4	+	289	3225	736	4250
ENSG00000143387	ENST00000271651	CTSK	-	111	990	591	1692
ENSG00000143418	ENST00000271688	CERS2	-	426	1143	975	2544
ENSG00000143442	ENST00000271715	POGZ	-	315	4233	2078	6626
ENSG00000143457	ENST00000271732	GOLPH3L	-	45	858	2096	2999
ENSG00000143473	ENST00000271751	KCNH1	-	28	2970	4966	7964
ENSG00000143486	ENST00000271764	EIF2D	-	117	1755	133	2005
ENSG00000143536	ENST00000271835	CRNN	-	63	1488	351	1902
ENSG00000143543	ENST00000271843	JTB	-	436	441	410	1287
ENSG00000143603	ENST00000271915	KCNN3	-	316	2196	10521	13033
ENSG00000135773	ENST00000271971	CAPN9	+	113	2073	176	2362
ENSG00000143727	ENST00000272067	ACP1	+	96	477	979	1552
ENSG00000143786	ENST00000272133	CNIH3	+	882	483	1193	2558
ENSG00000243709	ENST00000272134	LEFTY1	-	80	1101	445	1626
ENSG00000143793	ENST00000272139	C1orf35	-	235	792	400	1427
ENSG00000143839	ENST00000272190	REN	-	29	1221	197	1447
ENSG00000143850	ENST00000272203	PLEKHA6	-	317	3147	3937	7401
ENSG00000143862	ENST00000272217	ARL8A	-	169	561	1063	1793
ENSG00000143867	ENST00000272223	OSR1	-	345	801	790	1936
ENSG00000143869	ENST00000272224	GDF7	+	576	1353	7820	9749
ENSG00000143870	ENST00000272227	PDIA6	-	148	1323	867	2338
ENSG00000143878	ENST00000272233	RHOB	+	392	591	1389	2372
ENSG00000143891	ENST00000272252	GALM	+	252	1029	1203	2484
ENSG00000143921	ENST00000272286	ABCG8	+	90	2022	553	2665
ENSG00000143933	ENST00000272298	CALM2	-	158	450	694	1302
ENSG00000143947	ENST00000272317	RPS27A	+	324	471	276	1071
ENSG00000143951	ENST00000272321	WDPCP	-	528	2241	623	3392
ENSG00000143952	ENST00000272322	VPS54	-	155	2934	374	3463
ENSG00000143954	ENST00000272324	REG3G	+	184	528	226	938
ENSG00000143971	ENST00000272342	ETAA1	+	130	2781	507	3418
ENSG00000143977	ENST00000272348	SNRPG	-	122	231	272	625
ENSG00000152672	ENST00000272367	CLEC4F	-	77	1770	628	2475
ENSG00000143995	ENST00000272369	MEIS1	+	457	1173	2661	4291
ENSG00000115155	ENST00000272371	OTOF	-	127	5994	1035	7156
ENSG00000144015	ENST00000272395	TRIM43	+	136	1341	205	1682
ENSG00000144029	ENST00000272418	MRPS5	-	209	1293	150	1652
ENSG00000144031	ENST00000272421	ANKRD53	+	266	1033	886	2185
ENSG00000144034	ENST00000272424	TPRKB	-	107	528	113	748
ENSG00000144035	ENST00000272425	NAT8	-	150	684	113	947
ENSG00000144036	ENST00000272427	EXOC6B	-	131	2436	3351	5918
ENSG00000144040	ENST00000272433	SFXN5	-	131	1023	2986	4140
ENSG00000144043	ENST00000272438	TEX261	-	188	591	2662	3441
ENSG00000144048	ENST00000272444	DUSP11	-	42	1134	477	1653
ENSG00000198075	ENST00000272452	SULT1C4	+	326	909	625	1860
ENSG00000144063	ENST00000272462	MALL	-	774	462	1825	3061
ENSG00000144118	ENST00000272519	RALB	+	270	621	1453	2344
ENSG00000144119	ENST00000272520	C1QL2	-	620	864	559	2043
ENSG00000144136	ENST00000272542	SLC20A1	+	539	2040	802	3381
ENSG00000144224	ENST00000272638	UBXN4	+	311	1527	2168	4006
ENSG00000144227	ENST00000272641	NXPH2	-	107	795	150	1052
ENSG00000144231	ENST00000272645	POLR2D	-	57	429	4556	5042
ENSG00000144233	ENST00000272647	AMMECR1L	-	261	933	3464	4658
ENSG00000144306	ENST00000272732	SCRN3	+	82	1275	1680	3037
ENSG00000144320	ENST00000272748	KIAA1715	-	248	1287	6075	7610
ENSG00000144339	ENST00000272771	TMEFF2	-	1185	1125	294	2604
ENSG00000144357	ENST00000272793	UBR3	+	50	5667	2288	8005
ENSG00000144406	ENST00000272845	UNC80	+	34	9705	3701	13440
ENSG00000144407	ENST00000272847	PTH2R	+	213	1653	847	2713
ENSG00000144410	ENST00000272852	CPO	+	46	1125	38	1209
ENSG00000144452	ENST00000272895	ABCA12	-	220	7788	1092	9100
ENSG00000144455	ENST00000272902	SUMF1	-	36	1125	998	2159
ENSG00000144476	ENST00000272928	ACKR3	+	310	1089	804	2203
ENSG00000144485	ENST00000272937	HES6	-	219	675	560	1454
ENSG00000144504	ENST00000272972	ANKMY1	-	215	2826	187	3228
ENSG00000144566	ENST00000273047	RAB5A	+	536	648	1352	2536
ENSG00000144579	ENST00000273062	CTDSP1	+	336	786	1516	2638
ENSG00000144580	ENST00000273064	CNOT9	+	375	900	2804	4079
ENSG00000144583	ENST00000273067	MARCH4	-	1767	1233	1447	4447
ENSG00000123992	ENST00000273075	DNPEP	-	221	1458	746	2425
ENSG00000127838	ENST00000273077	PNKD	+	51	1158	1812	3021
ENSG00000144635	ENST00000273130	DYNC1LI1	-	104	1572	828	2504
ENSG00000144642	ENST00000273139	RBMS3	+	230	1263	105	1598
ENSG00000144655	ENST00000273153	CSRNP1	-	178	1770	1200	3148
ENSG00000144659	ENST00000273158	SLC25A38	+	377	915	831	2123
ENSG00000144671	ENST00000273173	SLC22A14	+	91	1785	326	2202
ENSG00000144677	ENST00000273179	CTDSPL	+	26	831	3602	4459
ENSG00000144681	ENST00000273183	STAC	+	300	1209	1718	3227
ENSG00000144711	ENST00000273221	IQSEC1	-	217	2892	2170	5279
ENSG00000144746	ENST00000273258	ARL6IP5	+	104	567	1430	2101
ENSG00000144749	ENST00000273261	LRIG1	-	525	3282	1466	5273
ENSG00000055957	ENST00000273283	ITIH1	+	24	2736	151	2911
ENSG00000144771	ENST00000273286	LRTM1	-	163	1038	222	1423
ENSG00000257727	ENST00000273308	CNPY2	-	541	549	124	1214
ENSG00000144791	ENST00000273317	LIMD1	+	21	2031	9279	11331
ENSG00000196345	ENST00000273320	ZKSCAN7	+	429	2265	783	3477
ENSG00000144820	ENST00000273352	ADGRG7	+	268	2394	478	3140
ENSG00000144821	ENST00000273353	MYH15	-	57	5841	1176	7074
ENSG00000144827	ENST00000273359	ABHD10	+	27	921	1642	2590
ENSG00000144837	ENST00000273371	PLA1A	+	72	1371	343	1786
ENSG00000144840	ENST00000273375	RABL3	-	30	711	3142	3883
ENSG00000183833	ENST00000273390	MAATS1	+	77	2304	2052	4433
ENSG00000114573	ENST00000273398	ATP6V1A	+	108	1854	2629	4591
ENSG00000114125	ENST00000273480	RNF7	+	138	342	2283	2763
ENSG00000144935	ENST00000273482	TRPC1	+	391	2280	1653	4324
ENSG00000167996	ENST00000273550	FTH1	-	235	552	442	1229
ENSG00000145020	ENST00000273588	AMT	-	303	1212	765	2280
ENSG00000145022	ENST00000273590	TCTA	+	221	312	1613	2146
ENSG00000248487	ENST00000273596	ABHD14A	+	68	816	178	1062
ENSG00000145029	ENST00000273598	NICN1	-	87	642	1887	2616
ENSG00000145040	ENST00000273610	UCN2	-	83	339	1059	1481
ENSG00000145087	ENST00000273666	STXBP5L	+	271	3561	5664	9496
ENSG00000145088	ENST00000273668	EAF2	+	71	783	138	992
ENSG00000145103	ENST00000273691	ILDR1	-	106	1509	1044	2659
ENSG00000145107	ENST00000273695	TM4SF19	-	126	630	266	1022
ENSG00000145191	ENST00000273783	EIF2B5	+	122	2166	367	2655
ENSG00000145214	ENST00000273814	DGKQ	-	74	2829	1733	4636
ENSG00000145241	ENST00000273853	CENPC	-	251	2832	3857	6940
ENSG00000145246	ENST00000273859	ATP10D	+	269	4281	2105	6655
ENSG00000145248	ENST00000273861	SLC10A4	+	219	1314	257	1790
ENSG00000145283	ENST00000273905	SLC10A6	-	148	1134	220	1502
ENSG00000145293	ENST00000273920	ENOPH1	+	268	786	971	2025
ENSG00000145309	ENST00000273936	CABS1	+	74	1188	270	1532
ENSG00000145321	ENST00000273951	GC	-	344	1425	203	1972
ENSG00000145331	ENST00000273962	TRMT10A	-	313	1020	2361	3694
ENSG00000145332	ENST00000273963	KLHL8	-	342	1863	3416	5621
ENSG00000145337	ENST00000273968	PYURF	-	113	345	903	1361
ENSG00000145348	ENST00000273980	TBCK	-	448	2682	4971	8101
ENSG00000145354	ENST00000273986	CISD2	+	107	408	1812	2327
ENSG00000145358	ENST00000273990	DDIT4L	-	215	582	1807	2604
ENSG00000138660	ENST00000274000	AP1AR	+	355	909	1638	2902
ENSG00000145375	ENST00000274008	SPATA5	+	69	2682	5386	8137
ENSG00000145384	ENST00000274024	FABP2	-	288	399	1791	2478
ENSG00000145386	ENST00000274026	CCNA2	-	304	1299	1194	2797
ENSG00000145391	ENST00000274031	SETD7	-	637	1101	5627	7365
ENSG00000145414	ENST00000274054	NAF1	-	194	1485	228	1907
ENSG00000145423	ENST00000274063	SFRP2	-	285	888	859	2032
ENSG00000145425	ENST00000274065	RPS3A	+	80	795	59	934
ENSG00000145451	ENST00000274093	GLRA3	-	503	1395	6872	8770
ENSG00000145495	ENST00000274140	MARCH6	+	132	2733	6704	9569
ENSG00000145536	ENST00000274181	ADAMTS16	+	138	3675	1166	4979
ENSG00000145545	ENST00000274192	SRD5A1	+	234	780	6118	7132
ENSG00000145569	ENST00000274217	FAM105A	+	120	1071	2406	3597
ENSG00000145592	ENST00000274242	RPL37	-	150	294	7242	7686
ENSG00000145604	ENST00000274255	SKP2	+	196	1275	2288	3759
ENSG00000145623	ENST00000274276	OSMR	+	402	2940	2197	5539
ENSG00000145626	ENST00000274278	UGT3A1	-	358	1572	3192	5122
ENSG00000145632	ENST00000274289	PLK2	-	301	2058	601	2960
ENSG00000145649	ENST00000274306	GZMA	+	35	789	70	894
ENSG00000152684	ENST00000274311	PELO	+	985	1158	2206	4349
ENSG00000145681	ENST00000274341	HAPLN1	-	851	1065	3691	5607
ENSG00000145692	ENST00000274353	BHMT	+	107	1221	1174	2502
ENSG00000145700	ENST00000274361	ANKRD31	-	192	5622	222	6036
ENSG00000145703	ENST00000274364	IQGAP2	+	297	4728	819	5844
ENSG00000145708	ENST00000274368	CRHBP	+	422	969	589	1980
ENSG00000145715	ENST00000274376	RASA1	+	564	3144	44	3752
ENSG00000145721	ENST00000274382	LIX1	-	296	849	2881	4026
ENSG00000145736	ENST00000274400	GTF2H2	-	141	1188	3007	4336
ENSG00000145757	ENST00000274432	SPATA9	-	142	765	193	1100
ENSG00000145780	ENST00000274457	FEM1C	-	562	1854	3400	5816
ENSG00000145781	ENST00000274458	COMMD10	+	62	609	798	1469
ENSG00000145794	ENST00000274473	MEGF10	+	267	3423	3904	7594
ENSG00000145808	ENST00000274487	ADAMTS19	+	145	3624	1465	5234
ENSG00000145817	ENST00000274496	YIPF5	-	135	774	2238	3147
ENSG00000145819	ENST00000274498	ARHGAP26	+	378	2445	4039	6862
ENSG00000145826	ENST00000274507	LECT2	-	201	456	420	1077
ENSG00000145850	ENST00000274532	TIMD4	-	57	1137	175	1369
ENSG00000145863	ENST00000274545	GABRA6	+	433	1362	333	2128
ENSG00000145879	ENST00000274565	SPINK7	+	61	258	238	557
ENSG00000145882	ENST00000274569	PCYOX1L	+	62	1485	999	2546
ENSG00000145888	ENST00000274576	GLRA1	-	293	1350	160	1803
ENSG00000145908	ENST00000274599	ZNF300	-	421	1815	1032	3268
ENSG00000145911	ENST00000274605	N4BP3	+	359	1635	4086	6080
ENSG00000145912	ENST00000274606	NHP2	-	150	462	253	865
ENSG00000156427	ENST00000274625	FGF18	+	544	624	818	1986
ENSG00000145936	ENST00000274629	KCNMB1	-	443	576	4033	5052
ENSG00000145949	ENST00000274643	MYLK4	-	343	1167	4296	5806
ENSG00000145975	ENST00000274673	FAM217A	-	404	1527	334	2265
ENSG00000145996	ENST00000274695	CDKAL1	+	167	1740	1365	3272
ENSG00000146005	ENST00000274710	PSD2	+	205	2316	1992	4513
ENSG00000146006	ENST00000274711	LRRTM2	-	379	1551	4087	6017
ENSG00000146007	ENST00000274712	ZMAT2	+	127	600	920	1647
ENSG00000146013	ENST00000274721	GFRA3	-	247	1203	589	2039
ENSG00000146049	ENST00000274766	KAAG1	+	737	255	390	1382
ENSG00000146054	ENST00000274773	TRIM7	-	62	1536	1242	2840
ENSG00000146066	ENST00000274787	HIGD2A	+	73	321	274	668
ENSG00000146070	ENST00000274793	PLA2G7	-	197	1326	359	1882
ENSG00000146083	ENST00000274811	RNF44	-	525	1299	2331	4155
ENSG00000146085	ENST00000274813	MUT	-	128	2253	1368	3749
ENSG00000146109	ENST00000274849	ABT1	+	31	819	2099	2949
ENSG00000146112	ENST00000274853	PPP1R18	-	1877	1842	880	4599
ENSG00000146147	ENST00000274897	MLIP	+	113	1377	325	1815
ENSG00000146151	ENST00000274901	HMGCLL1	-	159	1023	1293	2475
ENSG00000146192	ENST00000274963	FGD2	+	171	1968	907	3046
ENSG00000146205	ENST00000274979	ANO7	+	103	2802	1223	4128
ENSG00000146232	ENST00000275015	NFKBIE	-	25	1503	1053	2581
ENSG00000146233	ENST00000275016	CYP39A1	-	204	1410	562	2176
ENSG00000146247	ENST00000275034	PHIP	-	168	5466	4826	10460
ENSG00000146263	ENST00000275053	MMS22L	-	266	3732	4645	8643
ENSG00000146281	ENST00000275072	PM20D2	+	95	1311	3302	4708
ENSG00000146352	ENST00000275162	CLVS2	+	1335	984	9166	11485
ENSG00000146378	ENST00000275191	TAAR2	-	108	921	128	1157
ENSG00000146409	ENST00000275227	SLC18B1	-	97	1371	900	2368
ENSG00000146411	ENST00000275230	SLC2A12	-	156	1854	2458	4468
ENSG00000146477	ENST00000275300	SLC22A3	+	152	1671	1525	3348
ENSG00000146530	ENST00000275358	VWDE	-	189	4773	298	5260
ENSG00000146535	ENST00000275364	GNA12	-	163	1146	3069	4378
ENSG00000006625	ENST00000275428	GGCT	-	135	567	471	1173
ENSG00000146618	ENST00000275461	FERD3L	-	59	501	80	640
ENSG00000146648	ENST00000275493	EGFR	+	177	3633	6011	9821
ENSG00000146670	ENST00000275517	CDCA5	-	173	759	1655	2587
ENSG00000146674	ENST00000275521	IGFBP3	-	134	876	1252	2262
ENSG00000146678	ENST00000275525	IGFBP1	+	296	780	577	1653
ENSG00000243335	ENST00000275532	KCTD7	+	184	870	3819	4873
ENSG00000146700	ENST00000275560	SSC4D	-	348	1728	725	2801
ENSG00000146731	ENST00000275603	CCT6A	+	219	1596	904	2719
ENSG00000146830	ENST00000275732	GIGYF1	-	1210	3108	2212	6530
ENSG00000146859	ENST00000275767	TMEM140	+	223	558	1216	1997
ENSG00000146904	ENST00000275815	EPHA1	-	87	2931	345	3363
