ENS_ID	Sym	scr.TNF.vs.veh.logR	RELA.TNF.vs.veh.logR	RELA.TNF.rep1vs3.logR	RELA.TNF.rep1vs2.logR	RELA.TNF.rep2vs3.logR
ENSG00000163703	CRELD1	0.177	-0.153	-0.301	-0.242	-0.059
ENSG00000184164	CRELD2	0.094	-0.277	-0.478	-0.613	0.135
ENSG00000095794	CREM	-0.232	0.038	-0.319	-0.684	0.365
ENSG00000150938	CRIM1	0.122	0.417	0.017	0.162	-0.145
ENSG00000119878	CRIPT	-0.207	-0.216	-0.697	-0.686	-0.011
ENSG00000103196	CRISPLD2	-0.349	0.124	-0.184	-0.614	0.429
ENSG00000167193	CRK	-0.139	0.009	0.16	-0.089	0.249
ENSG00000099942	CRKL	-0.152	0.225	0.331	0.42	-0.089
ENSG00000006016	CRLF1	-0.042	-0.155	-0.137	-0.881	0.744
ENSG00000176390	CRLF3	-0.188	-0.115	0.123	0.439	-0.316
ENSG00000088766	CRLS1	-0.042	-0.263	-0.709	-1.028	0.318
ENSG00000072832	CRMP1	-0.051	0.552	0.771	1.219	-0.447
ENSG00000245694	CRNDE	-0.179	-0.204	-0.678	-1.207	0.529
ENSG00000101343	CRNKL1	-0.08	-0.431	-0.007	-0.398	0.392
ENSG00000058453	CROCC	0.163	-0.141	-0.241	-0.447	0.206
ENSG00000215908	CROCCP2	0.021	-0.517	-0.252	-0.308	0.057
ENSG00000005469	CROT	0.037	-0.22	-0.632	-0.367	-0.264
ENSG00000170275	CRTAP	-0.167	-0.034	0.113	0.189	-0.076
ENSG00000160741	CRTC2	-0.119	-0.114	0.564	0.458	0.106
ENSG00000140577	CRTC3	-0.407	0.229	0.364	0.949	-0.585
ENSG00000008405	CRY1	-0.061	-0.004	0.098	-0.418	0.516
ENSG00000121671	CRY2	0.67	0.259	-0.034	0.241	-0.275
ENSG00000109846	CRYAB	-0.149	-0.227	-0.735	-0.03	-0.705
ENSG00000080200	CRYBG3	-0.039	0.243	0.549	0.151	0.398
ENSG00000165475	CRYL1	-0.057	0.017	-0.223	-0.219	-0.004
ENSG00000116791	CRYZ	-0.223	-0.154	0.282	-0.14	0.422
ENSG00000205758	CRYZL1	-0.115	-0.188	0.12	0.407	-0.287
ENSG00000062485	CS	-0.049	0.261	0.438	0.796	-0.359
ENSG00000139631	CSAD	0.271	0.512	0.833	0.408	0.425
ENSG00000009307	CSDE1	-0.152	-0.059	0.562	0.291	0.271
ENSG00000124207	CSE1L	-0.146	0.011	0.293	0.117	0.176
ENSG00000184371	CSF1	1.187	1.417	0.999	0.855	0.143
ENSG00000169826	CSGALNACT2	-0.17	0.115	0.131	0.184	-0.054
ENSG00000103653	CSK	0.128	0.622	1.063	1.042	0.021
ENSG00000113712	CSNK1A1	-0.04	-0.172	-0.202	-0.343	0.141
ENSG00000141551	CSNK1D	-0.303	0.607	0.926	1.098	-0.172
ENSG00000213923	CSNK1E	0.18	0.052	-0.067	0.054	-0.12
ENSG00000169118	CSNK1G1	-0.106	-0.086	-0.073	-0.009	-0.063
ENSG00000133275	CSNK1G2	0.266	-0.152	-0.419	-0.474	0.055
ENSG00000151292	CSNK1G3	0.002	-0.149	-0.024	-0.227	0.203
ENSG00000101266	CSNK2A1	-0.082	-0.111	-0.096	-0.059	-0.038
ENSG00000070770	CSNK2A2	-0.149	0.801	1.028	1.471	-0.442
ENSG00000204435	CSNK2B	-0.083	-0.015	-1.179	-0.866	-0.313
ENSG00000173546	CSPG4	0.251	0.765	1.031	1.295	-0.264
ENSG00000104218	CSPP1	-0.042	-0.187	-0.126	-0.105	-0.02
ENSG00000144655	CSRNP1	1.667	0.593	0.302	-0.207	0.509
ENSG00000110925	CSRNP2	-0.284	0.129	0.327	0.43	-0.103
ENSG00000159176	CSRP1	0.3	0.038	-0.309	0.011	-0.32
ENSG00000149474	CSRP2BP	-0.071	-0.337	-0.529	-0.478	-0.051
ENSG00000101439	CST3	0.139	-0.131	-0.358	-0.946	0.588
ENSG00000121552	CSTA	-0.226	-0.437	-0.981	-0.555	-0.426
ENSG00000160213	CSTB	-0.24	0.155	0.458	0.853	-0.395
ENSG00000101138	CSTF1	-0.176	-0.141	-0.497	-0.401	-0.096
ENSG00000101811	CSTF2	0.304	-0.076	0	0.191	-0.191
ENSG00000177613	CSTF2T	-0.198	-0.169	-0.072	-0.016	-0.056
ENSG00000176102	CSTF3	0.031	-0.019	0.326	0.084	0.242
ENSG00000159692	CTBP1	0.239	-0.155	-0.12	-0.125	0.005
ENSG00000175029	CTBP2	-0.082	0.018	0.118	-0.051	0.169
ENSG00000117151	CTBS	-0.187	-0.059	0.103	0.077	0.026
ENSG00000178971	CTC1	0.289	0.063	-1.057	-0.579	-0.477
ENSG00000102974	CTCF	0.034	0.051	0.174	0.476	-0.301
ENSG00000175826	CTDNEP1	0.227	0.852	1.146	1.792	-0.646
ENSG00000060069	CTDP1	0.092	-0.073	-0.1	-0.1	0
ENSG00000144579	CTDSP1	-0.038	0.045	-0.221	0.031	-0.252
ENSG00000175215	CTDSP2	-0.186	0.417	0.544	0.978	-0.433
ENSG00000144677	CTDSPL	-0.148	-0.169	-0.111	0.072	-0.183
ENSG00000137770	CTDSPL2	-0.229	-0.113	-0.36	-0.621	0.261
ENSG00000118523	CTGF	0.133	0.543	-0.304	0.493	-0.797
ENSG00000116761	CTH	0.015	0.057	-0.296	0.408	-0.705
ENSG00000164932	CTHRC1	-0.018	0.161	-1.729	-1.574	-0.155
ENSG00000134030	CTIF	0.056	-0.033	0.44	0.433	0.007
ENSG00000044115	CTNNA1	0.105	-0.103	0.017	-0.034	0.052
ENSG00000119326	CTNNAL1	0.04	-0.147	-0.232	-0.691	0.459
ENSG00000168036	CTNNB1	-0.084	-0.012	-0.11	0.001	-0.111
ENSG00000178585	CTNNBIP1	0.101	-0.302	-1.014	-0.84	-0.174
ENSG00000132792	CTNNBL1	0.16	-0.005	-0.008	0.123	-0.131
ENSG00000198561	CTNND1	-0.169	0.041	-0.017	0.326	-0.343
ENSG00000040531	CTNS	0.21	0.136	-0.146	0.125	-0.271
ENSG00000171793	CTPS1	-0.089	0.506	0.606	0.856	-0.25
ENSG00000047230	CTPS2	-0.013	-0.373	-0.649	-0.491	-0.158
ENSG00000198730	CTR9	-0.205	0.323	0.746	0.809	-0.064
ENSG00000064601	CTSA	0.175	0.021	-0.18	0.213	-0.393
ENSG00000164733	CTSB	-0.004	0.242	0.325	0.486	-0.161
ENSG00000109861	CTSC	-0.1	-0.228	0.132	-0.058	0.19
ENSG00000117984	CTSD	0.293	0.11	0.092	0.313	-0.221
ENSG00000174080	CTSF	-0.052	-0.481	-0.68	-0.664	-0.016
ENSG00000143387	CTSK	-0.1	-0.175	-0.295	-0.842	0.547
ENSG00000135047	CTSL	0.071	-0.24	-0.308	-0.701	0.393
ENSG00000256043	CTSO	-0.115	-0.132	-0.465	-0.794	0.329
ENSG00000101160	CTSZ	0.141	0.174	0.819	0.499	0.32
ENSG00000085733	CTTN	0.077	-0.103	-0.014	0.159	-0.173
ENSG00000143079	CTTNBP2NL	-0.136	0.233	0.183	0.068	0.115
ENSG00000142544	CTU1	0.121	-0.399	-0.568	-1.904	1.335
ENSG00000174177	CTU2	0.34	-0.287	-0.389	-0.775	0.386
ENSG00000180891	CUEDC1	0.215	-0.254	-0.068	0.028	-0.097
ENSG00000107874	CUEDC2	0.205	-0.124	-0.432	-0.298	-0.134
ENSG00000055130	CUL1	-0.178	0.185	0.371	0.216	0.156
ENSG00000108094	CUL2	-0.042	0.228	0.672	0.33	0.342
ENSG00000036257	CUL3	-0.019	0.141	0.677	0.41	0.267
ENSG00000139842	CUL4A	-0.019	-0.077	0.007	-0.271	0.278
ENSG00000158290	CUL4B	-0.097	0.223	0.64	0.253	0.387
ENSG00000166266	CUL5	-0.045	-0.092	0.344	-0.272	0.617
ENSG00000044090	CUL7	0.003	-0.068	0.267	0.458	-0.191
ENSG00000112514	CUTA	0.052	-0.149	-0.446	-0.038	-0.408
ENSG00000119929	CUTC	-0.158	-0.223	-0.404	-0.538	0.134
ENSG00000257923	CUX1	0.006	0.295	0.273	0.619	-0.346
ENSG00000150316	CWC15	0.087	-0.313	-0.272	-0.672	0.4
ENSG00000163510	CWC22	-0.166	0.051	1.021	0.87	0.15
ENSG00000273559	CWC25	-0.131	-0.316	0.146	0.331	-0.185
ENSG00000153015	CWC27	-0.01	0.158	0.525	0.308	0.217
ENSG00000095485	CWF19L1	0.053	-0.226	-0.436	-0.036	-0.4
ENSG00000152404	CWF19L2	-0.043	-0.005	0.511	-0.425	0.936
ENSG00000163739	CXCL1	5.217	4.276	0.316	-0.576	0.892
ENSG00000107562	CXCL12	-0.411	-0.212	-0.117	-1.072	0.954
ENSG00000145824	CXCL14	0.112	-0.026	0.052	0.052	0
ENSG00000081041	CXCL2	4.047	2.733	0.388	-0.312	0.699
ENSG00000163734	CXCL3	3.322	1.324	0.893	-0.433	1.326
ENSG00000124875	CXCL6	0.382	0	0	0	0
ENSG00000169429	CXCL8	5.808	4.418	0.131	-0.656	0.787
ENSG00000185753	CXorf38	0.122	-0.102	0.199	-0.288	0.487
ENSG00000197620	CXorf40A	-0.011	-0.495	-0.121	-0.471	0.35
ENSG00000197021	CXorf40B	-0.043	-0.043	-0.712	-0.689	-0.023
ENSG00000018610	CXorf56	0.102	-0.212	-0.5	-0.497	-0.003
ENSG00000154832	CXXC1	-0.018	-0.14	0.032	-0.242	0.274
ENSG00000171604	CXXC5	0.071	-0.009	0.562	0.238	0.324
ENSG00000008283	CYB561	0.161	-0.181	-0.031	-0.031	0
ENSG00000162144	CYB561A3	0.051	-0.015	-0.221	0.23	-0.451
ENSG00000174151	CYB561D1	-0.051	-0.174	0.026	0.48	-0.455
ENSG00000114395	CYB561D2	0.21	-0.128	-0.554	-0.061	-0.493
ENSG00000166347	CYB5A	-0.111	-0.105	-0.011	0.115	-0.126
ENSG00000103018	CYB5B	-0.007	-0.272	-0.468	-0.028	-0.44
ENSG00000167740	CYB5D2	0.013	-0.059	-0.463	-0.158	-0.305
ENSG00000159348	CYB5R1	0.084	-0.124	-0.758	-0.398	-0.36
ENSG00000100243	CYB5R3	0.076	0.47	0.719	1.117	-0.398
ENSG00000065615	CYB5R4	-0.282	-0.254	0	-0.194	0.194
ENSG00000051523	CYBA	0.141	-0.289	-0.88	-1.562	0.683
ENSG00000071967	CYBRD1	-0.341	-0.027	0.247	-0.095	0.342
ENSG00000179091	CYC1	0.194	0.02	0.047	-0.087	0.135
ENSG00000172115	CYCS	-0.185	-0.118	0.013	-0.105	0.119
ENSG00000273749	CYFIP1	0.004	-0.042	0.137	0.316	-0.179
ENSG00000161544	CYGB	-0.052	-0.148	-0.895	-0.07	-0.825
ENSG00000187954	CYHR1	0.287	-0.312	-0.546	-0.494	-0.051
ENSG00000083799	CYLD	0.605	0.318	0.165	0.031	0.134
ENSG00000138061	CYP1B1	0.156	0.916	0.653	-0.299	0.952
ENSG00000119004	CYP20A1	-0.004	-0.053	-0.438	-0.258	-0.18
ENSG00000186104	CYP2R1	-0.031	0.905	1.738	1.503	0.236
ENSG00000155016	CYP2U1	-0.193	-0.163	-0.365	-0.335	-0.031
ENSG00000142973	CYP4B1	-0.237	-0.053	0.072	-0.756	0.829
ENSG00000186204	CYP4F12	0.262	0.297	-0.358	0.158	-0.515
ENSG00000145476	CYP4V2	-0.036	-0.231	-0.017	-0.1	0.082
ENSG00000001630	CYP51A1	0.326	-0.22	-0.134	0.009	-0.143
ENSG00000142871	CYR61	0.244	1.138	1.517	1.277	0.239
ENSG00000197191	CYSRT1	0.157	-0.412	-0.974	-0.149	-0.824
ENSG00000120306	CYSTM1	-0.028	0.011	-0.178	0.318	-0.497
ENSG00000105443	CYTH2	-0.01	0.015	-0.45	-0.085	-0.364
ENSG00000008256	CYTH3	0.04	0.194	0.234	0.123	0.11
ENSG00000180902	D2HGDH	0.455	-0.048	-0.101	-0.372	0.271
ENSG00000100592	DAAM1	-0.316	0.11	0.466	0.662	-0.196
ENSG00000153071	DAB2	-0.243	0.332	0.28	0.32	-0.04
ENSG00000136848	DAB2IP	0.067	0.05	0.578	0.39	0.187
ENSG00000129562	DAD1	-0.052	-0.215	-0.538	-0.309	-0.229
ENSG00000173402	DAG1	0.014	0.506	1.11	0.988	0.122
ENSG00000164535	DAGLB	0.085	-0.042	-0.135	0.197	-0.332
ENSG00000178149	DALRD3	0.155	0.084	-0.288	-0.534	0.247
ENSG00000226950	DANCR	-0.229	-0.465	-0.223	0.251	-0.474
ENSG00000112977	DAP	0.051	1.414	1.561	2.161	-0.6
ENSG00000132676	DAP3	0.017	0.076	0	-0.077	0.077
ENSG00000167657	DAPK3	0.343	-0.226	-0.514	-0.737	0.223
ENSG00000115866	DARS	-0.081	-0.226	0.14	-0.345	0.485
ENSG00000117593	DARS2	-0.152	0.193	0.317	0.396	-0.079
ENSG00000204209	DAXX	0.702	0.304	-0.073	0.007	-0.081
ENSG00000071626	DAZAP1	0.191	-0.129	0.032	0.044	-0.012
ENSG00000183283	DAZAP2	-0.273	-0.14	-0.494	-0.183	-0.311
ENSG00000006634	DBF4	-0.084	-0.385	-0.075	-0.386	0.311
ENSG00000155368	DBI	-0.114	-0.143	0.222	0.118	0.103
ENSG00000113758	DBN1	-0.048	-0.422	-0.385	-0.656	0.271
ENSG00000136279	DBNL	0.197	-0.134	-0.251	-0.3	0.049
ENSG00000138231	DBR1	-0.204	-0.334	-0.214	-0.011	-0.203
ENSG00000137992	DBT	-0.137	0.142	0.108	0.246	-0.138
ENSG00000122741	DCAF10	-0.265	0.134	0.471	0.596	-0.126
ENSG00000100897	DCAF11	0.176	-0.168	-0.358	-0.156	-0.202
ENSG00000198876	DCAF12	-0.089	0.027	0.074	0.497	-0.423
ENSG00000164934	DCAF13	-0.061	-0.193	-0.166	-0.479	0.313
ENSG00000132017	DCAF15	-0.049	-0.067	0.163	-0.131	0.295
ENSG00000163257	DCAF16	-0.074	0.187	0.162	-0.039	0.201
ENSG00000115827	DCAF17	-0.154	-0.016	-0.233	-0.539	0.305
ENSG00000119599	DCAF4	0.039	-0.07	-0.377	-0.021	-0.355
ENSG00000139990	DCAF5	0.028	0.247	0.68	0.861	-0.181
ENSG00000143164	DCAF6	-0.1	0.114	0.264	0.086	0.178
ENSG00000136485	DCAF7	-0.118	-0.005	0.09	0.217	-0.127
ENSG00000132716	DCAF8	-0.179	0.145	0.196	0.381	-0.185
ENSG00000172992	DCAKD	-0.102	-0.138	-0.159	0.246	-0.405
ENSG00000164465	DCBLD1	-0.043	-0.102	-0.543	-0.613	0.069
ENSG00000057019	DCBLD2	-0.265	-0.094	0.134	0.054	0.08
ENSG00000156136	DCK	-0.315	0.065	-0.221	-0.311	0.09
ENSG00000198924	DCLRE1A	0.013	-0.083	0.234	0.074	0.16
ENSG00000011465	DCN	-0.202	-0.092	-0.427	-1.327	0.899
ENSG00000272886	DCP1A	-0.156	0.141	0.262	0.387	-0.125
ENSG00000151065	DCP1B	-0.296	-0.446	-0.433	-0.167	-0.266
ENSG00000172795	DCP2	0.138	-0.1	-0.094	-0.076	-0.018
ENSG00000110063	DCPS	0.322	0.042	-0.14	-0.515	0.374
ENSG00000129187	DCTD	-0.061	-0.056	0.002	0.053	-0.051
ENSG00000204843	DCTN1	0.12	-0.123	-0.158	-0.103	-0.055
ENSG00000175203	DCTN2	0.126	-0.05	-0.02	0.256	-0.276
ENSG00000137100	DCTN3	-0.053	-0.111	-0.482	-0.061	-0.421
ENSG00000132912	DCTN4	-0.215	0.092	0.381	0.284	0.097
ENSG00000166847	DCTN5	-0.051	-0.092	-0.447	-0.162	-0.285
ENSG00000104671	DCTN6	-0.457	-0.173	0.05	-0.351	0.402
ENSG00000179958	DCTPP1	-0.377	0.057	-0.181	-0.366	0.186
ENSG00000043093	DCUN1D1	-0.219	-0.172	0.392	-0.006	0.398
ENSG00000188215	DCUN1D3	0.086	0.16	-0.167	-0.188	0.022
ENSG00000109184	DCUN1D4	-0.347	-0.122	0.363	0.295	0.067
ENSG00000137692	DCUN1D5	-0.197	-0.292	-0.32	-0.616	0.296
ENSG00000169738	DCXR	0.286	-0.208	-0.306	-0.162	-0.143
ENSG00000130311	DDA1	0.239	-0.022	-0.092	-0.063	-0.028
ENSG00000153904	DDAH1	-0.273	-0.025	-0.163	0.156	-0.319
ENSG00000167986	DDB1	-0.057	-0.145	-0.108	0.024	-0.132
ENSG00000134574	DDB2	0.031	0.012	-0.296	-0.145	-0.151
ENSG00000100523	DDHD1	-0.137	0.058	0.251	0.224	0.027
ENSG00000085788	DDHD2	-0.072	0.002	-0.012	-0.041	0.029
ENSG00000197312	DDI2	-0.284	0.211	0.791	0.804	-0.013
ENSG00000175197	DDIT3	-0.622	-0.465	0.076	-0.472	0.548
ENSG00000168209	DDIT4	0.64	0.219	0.225	-0.035	0.26
ENSG00000145358	DDIT4L	-0.451	-0.275	-0.959	-0.618	-0.341
ENSG00000203797	DDO	-0.155	-0.32	-0.345	0.048	-0.393
ENSG00000244038	DDOST	0.002	-0.077	-0.086	0.042	-0.128
ENSG00000162733	DDR2	-0.102	0.198	0.481	0.415	0.066
ENSG00000198171	DDRGK1	0.175	-0.433	-0.576	-0.686	0.11
ENSG00000099977	DDT	-0.087	-0.219	-0.41	-0.585	0.175
ENSG00000079785	DDX1	-0.137	0.271	0.794	0.446	0.348
ENSG00000178105	DDX10	0.093	-0.253	-0.423	-0.468	0.045
ENSG00000100201	DDX17	-0.177	0.178	0.617	0.368	0.248
ENSG00000088205	DDX18	0.065	-0.129	0.133	-0.113	0.246
ENSG00000168872	DDX19A	0.091	-0.263	-0.516	0.167	-0.683
ENSG00000157349	DDX19B	-0.113	0.332	-0.307	-0.433	0.126
ENSG00000064703	DDX20	-0.126	-0.002	0.02	-0.318	0.338
ENSG00000165732	DDX21	-0.025	0.166	0.326	0.105	0.222
ENSG00000174243	DDX23	0.162	-0.178	-0.692	-0.527	-0.165
ENSG00000089737	DDX24	0.055	-0.175	-0.048	-0.117	0.069
ENSG00000124228	DDX27	-0.035	-0.154	0.177	0.047	0.13
ENSG00000182810	DDX28	-0.174	0.114	0.063	0.304	-0.241
ENSG00000125485	DDX31	0.002	-0.23	-0.167	-0.439	0.272
ENSG00000123136	DDX39A	0.364	-0.1	-0.242	-0.167	-0.075
ENSG00000198563	DDX39B	0.022	0.419	0.638	0.493	0.145
ENSG00000215301	DDX3X	-0.093	0.089	0.174	0.095	0.079
ENSG00000067048	DDX3Y	-0.099	-0.049	0.093	-0.049	0.142
ENSG00000183258	DDX41	0.149	-0.001	-0.231	-0.213	-0.019
ENSG00000198231	DDX42	-0.12	0.309	0.792	0.475	0.318
ENSG00000145833	DDX46	0.082	-0.09	0.464	0.265	0.199
ENSG00000105671	DDX49	0.19	-0.175	-0.497	-0.303	-0.194
ENSG00000108654	DDX5	-0.013	0.728	1.248	0.614	0.635
ENSG00000107625	DDX50	-0.102	-0.232	-0.122	-0.588	0.466
ENSG00000123064	DDX54	0.28	-0.295	-0.06	-0.09	0.03
ENSG00000111364	DDX55	0.04	-0.3	-0.084	-0.309	0.225
ENSG00000136271	DDX56	0.173	-0.147	-0.543	-0.393	-0.15
ENSG00000107201	DDX58	-0.292	0.125	0.294	-0.189	0.483
ENSG00000118197	DDX59	-0.082	-0.182	-0.365	-0.485	0.12
ENSG00000110367	DDX6	-0.331	0.383	0.865	0.614	0.251
ENSG00000137628	DDX60	-0.263	-0.045	-0.077	-0.485	0.409
ENSG00000177030	DEAF1	0.189	-0.139	0.164	0	0.164
ENSG00000104325	DECR1	-0.024	0.069	0.376	0.057	0.319
ENSG00000242612	DECR2	0.128	-0.442	0.275	0.015	0.26
ENSG00000158796	DEDD	-0.044	0.189	0.023	0.43	-0.407
ENSG00000160570	DEDD2	-0.038	-0.327	0.02	-0.572	0.592
ENSG00000140995	DEF8	0.288	-0.179	-0.191	-0.134	-0.057
ENSG00000186458	DEFB132	-0.267	-0.041	-1.121	-0.982	-0.139
ENSG00000143753	DEGS1	0.047	0.172	0.435	0.289	0.146
ENSG00000124795	DEK	-0.043	-0.047	0.313	-0.582	0.895
ENSG00000119522	DENND1A	0.044	0.332	0.094	0.76	-0.666
ENSG00000174485	DENND4A	-0.084	0.167	0.18	0	0.18
ENSG00000198837	DENND4B	0.027	0.731	1.233	1.5	-0.267
ENSG00000137145	DENND4C	-0.184	-0.017	-0.006	-0.188	0.182
ENSG00000184014	DENND5A	0.097	0.242	0.158	0.26	-0.102
ENSG00000170456	DENND5B	-0.085	0.087	0.474	0.71	-0.236
ENSG00000174839	DENND6A	-0.171	-0.122	0.114	-0.036	0.15
ENSG00000139726	DENR	-0.245	-0.169	-0.04	-0.011	-0.029
ENSG00000155792	DEPTOR	-0.297	-0.082	-0.76	-0.46	-0.3
ENSG00000023697	DERA	-0.131	-0.206	-0.382	-0.334	-0.048
ENSG00000136986	DERL1	-0.127	-0.174	-0.189	0.067	-0.256
ENSG00000072849	DERL2	-0.27	-0.211	-0.613	-0.363	-0.249
ENSG00000100418	DESI1	0.069	0.017	0.027	0.428	-0.401
ENSG00000121644	DESI2	-0.28	-0.109	-0.106	-0.358	0.252
ENSG00000140543	DET1	-0.226	-0.055	-0.122	0.281	-0.404
ENSG00000160049	DFFA	-0.016	-0.147	-0.446	-0.043	-0.403
ENSG00000185000	DGAT1	0.045	-0.073	-0.261	-0.065	-0.196
ENSG00000062282	DGAT2	0.019	-0.021	-0.237	-0.056	-0.181
ENSG00000100056	DGCR14	0.134	-0.331	-0.667	-0.573	-0.094
ENSG00000070413	DGCR2	-0.142	0.209	0.3	0.468	-0.168
ENSG00000183628	DGCR6	0.227	-0.269	-0.674	-0.619	-0.055
ENSG00000128185	DGCR6L	0.355	-0.283	-0.477	-0.28	-0.197
ENSG00000128191	DGCR8	0.034	0.11	0.167	0.034	0.133
ENSG00000065357	DGKA	-0.078	-0.079	-0.254	-0.311	0.057
ENSG00000077044	DGKD	0.088	0.041	-0.17	0.387	-0.557
ENSG00000145214	DGKQ	0.345	-0.164	0.169	0.288	-0.12
ENSG00000149091	DGKZ	0.274	-0.064	-0.147	0.101	-0.248
ENSG00000114956	DGUOK	0.116	-0.144	-0.402	-0.293	-0.109
ENSG00000116133	DHCR24	0.03	0.222	0.607	0.647	-0.04
ENSG00000172893	DHCR7	-0.033	0.282	0.496	1.035	-0.539
ENSG00000117682	DHDDS	-0.007	-0.144	-0.136	0.076	-0.212
ENSG00000228716	DHFR	-0.089	-0.354	0.057	0.045	0.011
ENSG00000178700	DHFRL1	-0.147	-0.228	-0.24	-0.339	0.1
ENSG00000102967	DHODH	-0.016	-0.275	-0.209	-0.108	-0.101
ENSG00000095059	DHPS	0.119	0.02	-0.438	0.011	-0.449
ENSG00000157379	DHRS1	-0.048	-0.228	0.318	0.804	-0.485
ENSG00000102796	DHRS12	0.105	-0.042	0	-0.389	0.389
ENSG00000162496	DHRS3	0.015	-0.2	-0.409	0.163	-0.572
ENSG00000157326	DHRS4	0.299	-0.25	-0.224	-0.068	-0.156
ENSG00000215256	DHRS4-AS1	-0.005	-0.027	0.105	0.697	-0.592
ENSG00000187630	DHRS4L2	0.185	-0.213	-0.601	-0.439	-0.162
ENSG00000100612	DHRS7	-0.164	-0.217	-0.747	-0.365	-0.381
ENSG00000109016	DHRS7B	0.295	-0.187	-0.714	-0.466	-0.247
ENSG00000181192	DHTKD1	0.038	-0.007	-0.173	0.074	-0.247
ENSG00000109606	DHX15	0.028	0.014	0.306	-0.091	0.397
ENSG00000204560	DHX16	0.204	-0.161	-0.385	-0.57	0.185
ENSG00000067248	DHX29	-0.089	0.015	0.377	0.15	0.227
ENSG00000132153	DHX30	0.117	0.044	-0.072	-0.026	-0.046
ENSG00000089876	DHX32	-0.204	-0.002	-0.07	-0.277	0.206
ENSG00000005100	DHX33	0.057	0.334	0.424	0.571	-0.147
ENSG00000134815	DHX34	0.547	0.044	-0.713	-0.455	-0.258
ENSG00000101452	DHX35	0.069	-0.179	-0.446	-0.506	0.06
ENSG00000174953	DHX36	-0.063	0.741	1.07	0.927	0.143
ENSG00000150990	DHX37	0.448	0.107	0.309	0.281	0.028
ENSG00000140829	DHX38	0.142	-0.061	0.23	0.356	-0.126
ENSG00000108406	DHX40	-0.014	-0.184	-0.297	-0.793	0.496
ENSG00000163214	DHX57	-0.073	0.074	0.266	0.073	0.193
ENSG00000108771	DHX58	0.311	-0.072	-0.502	-0.342	-0.16
ENSG00000067596	DHX8	0.094	-0.079	-0.275	-0.089	-0.187
ENSG00000135829	DHX9	-0.128	0.058	0.287	0.144	0.144
ENSG00000131504	DIAPH1	-0.033	0.33	0.425	0.563	-0.138
ENSG00000147202	DIAPH2	-0.119	0.131	0.324	0.1	0.224
ENSG00000100697	DICER1	0.007	0.337	0.453	0.335	0.118
ENSG00000101191	DIDO1	0	0.256	0.637	0.556	0.081
ENSG00000117597	DIEXF	-0.187	-0.022	-0.408	-0.58	0.172
ENSG00000086189	DIMT1	-0.022	-0.112	-0.023	-0.314	0.291
ENSG00000160305	DIP2A	-0.023	0.238	0.693	0.834	-0.141
ENSG00000066084	DIP2B	-0.108	0.088	0.177	0.386	-0.209
ENSG00000151240	DIP2C	-0.105	0.566	0.967	1.178	-0.211
ENSG00000138463	DIRC2	0.045	-0.113	-0.479	-0.348	-0.132
ENSG00000231672	DIRC3	-0.122	-0.062	-0.173	-0.662	0.489
ENSG00000083520	DIS3	-0.071	0.043	0.202	-0.302	0.504
ENSG00000166938	DIS3L	-0.01	-0.221	-0.1	-0.168	0.067
ENSG00000154309	DISP1	-0.21	0.005	-0.472	0.132	-0.605
ENSG00000150764	DIXDC1	-0.236	-0.076	-0.382	-0.5	0.119
ENSG00000130826	DKC1	-0.194	-0.197	0.075	-0.069	0.143
ENSG00000107984	DKK1	-1.061	0.151	-0.731	-1.021	0.29
ENSG00000050165	DKK3	-0.423	-0.346	-0.327	-0.933	0.606
ENSG00000150768	DLAT	-0.131	0.042	0.301	0.367	-0.066
ENSG00000164741	DLC1	-0.035	0.248	0.317	0.237	0.08
ENSG00000091140	DLD	-0.178	0.122	0.521	0.545	-0.023
ENSG00000075711	DLG1	-0.099	0.086	0.165	0.283	-0.119
ENSG00000132535	DLG4	-0.179	0.211	0.306	0.607	-0.302
ENSG00000151208	DLG5	0.08	0.368	0.635	1.053	-0.418
ENSG00000080845	DLGAP4	0.269	0.707	1.17	1.066	0.104
ENSG00000119689	DLST	-0.008	0.333	0.424	0.806	-0.381
ENSG00000104936	DMPK	0.257	-0.258	-0.569	-0.656	0.087
ENSG00000176399	DMRTA1	-0.242	0.016	0	-0.306	0.306
ENSG00000135164	DMTF1	-0.216	0.165	0.353	0.065	0.287
ENSG00000185800	DMWD	0.266	0.114	0.358	0.279	0.079
ENSG00000172869	DMXL1	-0.088	0.106	0.203	0.049	0.154
ENSG00000104093	DMXL2	0.095	0.355	0.441	0.298	0.143
ENSG00000138346	DNA2	-0.101	-0.119	-0.482	-0.153	-0.329
ENSG00000165506	DNAAF2	0.013	-0.314	0.107	-0.521	0.628
ENSG00000164818	DNAAF5	-0.122	0.155	0.252	0.511	-0.259
ENSG00000250091	DNAH10OS	-0.193	0.932	1.178	1.542	-0.365
ENSG00000086061	DNAJA1	0.152	-0.066	0.193	-0.004	0.198
ENSG00000069345	DNAJA2	-0.096	-0.288	-0.465	-0.553	0.088
ENSG00000103423	DNAJA3	0.057	-0.028	0.039	0.123	-0.084
ENSG00000132002	DNAJB1	-0.11	-0.147	0.169	0.177	-0.008
ENSG00000090520	DNAJB11	-0.061	-0.072	-0.441	-0.346	-0.094
ENSG00000148719	DNAJB12	0.123	-0.018	-0.129	0.015	-0.144
ENSG00000164031	DNAJB14	-0.292	-0.138	0.193	-0.359	0.552
